"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","success","test_part","correct_response","probe"
"null","","null","html-keyboard-response","133","556732","0.0-3.0-2.32","","blank","",""
"3033","<img src= stimuli/temporalOrder/60.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/31.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/39.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/4.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","134","559766","0.0-3.0-3.32","","contextMemory","1","60"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","135","560273","0.0-3.0-0.33","","fixation","",""
"3283","<img src= stimuli/temporalOrder/75.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/56.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/54.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/43.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","136","563556","0.0-3.0-1.33","","temporalOrder","2","75"
"null","","null","html-keyboard-response","137","564072","0.0-3.0-2.33","","blank","",""
"2947","<img src= stimuli/temporalOrder/75.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/16.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/25.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/38.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","138","567021","0.0-3.0-3.33","","contextMemory","3","75"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","139","567525","0.0-3.0-0.34","","fixation","",""
"17190","<img src= stimuli/temporalOrder/4.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/39.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/28.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/31.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","140","584718","0.0-3.0-1.34","","temporalOrder","1","4"
"null","","null","html-keyboard-response","141","585220","0.0-3.0-2.34","","blank","",""
"2143","<img src= stimuli/temporalOrder/4.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/27.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/23.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/1.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","142","587364","0.0-3.0-3.34","","contextMemory","3","4"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","143","587868","0.0-3.0-0.35","","fixation","",""
"3014","<img src= stimuli/temporalOrder/18.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/31.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/40.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/30.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","144","590884","0.0-3.0-1.35","","temporalOrder","2","18"
"null","","null","html-keyboard-response","145","591396","0.0-3.0-2.35","","blank","",""
"2271","<img src= stimuli/temporalOrder/18.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/30.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/34.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/33.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","146","593668","0.0-3.0-3.35","","contextMemory","1","18"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","147","594174","0.0-3.0-0.36","","fixation","",""
"8685","<img src= stimuli/temporalOrder/67.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/66.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/1.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/54.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","148","602861","0.0-3.0-1.36","","temporalOrder","1","67"
"null","","null","html-keyboard-response","149","603361","0.0-3.0-2.36","","blank","",""
"2513","<img src= stimuli/temporalOrder/67.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/28.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/34.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/8.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","150","605876","0.0-3.0-3.36","","contextMemory","2","67"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","151","606388","0.0-3.0-0.37","","fixation","",""
"8143","<img src= stimuli/temporalOrder/59.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/55.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/57.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/1.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","152","614531","0.0-3.0-1.37","","temporalOrder","3","59"
"null","","null","html-keyboard-response","153","615035","0.0-3.0-2.37","","blank","",""
"12184","<img src= stimuli/temporalOrder/59.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/14.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/42.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/27.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","154","627219","0.0-3.0-3.37","","contextMemory","3","59"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","155","627722","0.0-3.0-0.38","","fixation","",""
"3354","<img src= stimuli/temporalOrder/50.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/17.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/56.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/41.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","156","631079","0.0-3.0-1.38","","temporalOrder","2","50"
"null","","null","html-keyboard-response","157","631587","0.0-3.0-2.38","","blank","",""
"1120","<img src= stimuli/temporalOrder/50.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/25.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/44.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/5.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","158","632709","0.0-3.0-3.38","","contextMemory","1","50"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","159","633213","0.0-3.0-0.39","","fixation","",""
"8270","<img src= stimuli/temporalOrder/42.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/14.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/78.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/80.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","160","641484","0.0-3.0-1.39","","temporalOrder","2","42"
"null","","null","html-keyboard-response","161","641988","0.0-3.0-2.39","","blank","",""
"2903","<img src= stimuli/temporalOrder/42.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/20.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/44.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/39.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","162","644892","0.0-3.0-3.39","","contextMemory","2","42"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","163","645401","0.0-3.0-0.40","","fixation","",""
"14569","<img src= stimuli/temporalOrder/31.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/1.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/26.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/11.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","164","659971","0.0-3.0-1.40","","temporalOrder","1","31"
"null","","null","html-keyboard-response","165","660477","0.0-3.0-2.40","","blank","",""
"2309","<img src= stimuli/temporalOrder/31.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/6.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/21.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/26.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","166","662787","0.0-3.0-3.40","","contextMemory","3","31"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","167","663300","0.0-3.0-0.41","","fixation","",""
"3919","<img src= stimuli/temporalOrder/11.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/10.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/80.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/6.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","168","667220","0.0-3.0-1.41","","temporalOrder","3","11"
"null","","null","html-keyboard-response","169","667730","0.0-3.0-2.41","","blank","",""
"3776","<img src= stimuli/temporalOrder/11.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/10.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/42.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/26.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","170","671508","0.0-3.0-3.41","","contextMemory","2","11"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","171","672018","0.0-3.0-0.42","","fixation","",""
"8528","<img src= stimuli/temporalOrder/28.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/69.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/33.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/40.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","172","680548","0.0-3.0-1.42","","temporalOrder","2","28"
"null","","null","html-keyboard-response","173","681053","0.0-3.0-2.42","","blank","",""
"2837","<img src= stimuli/temporalOrder/28.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/36.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/23.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/32.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","174","683892","0.0-3.0-3.42","","contextMemory","2","28"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","175","684405","0.0-3.0-0.43","","fixation","",""
"8588","<img src= stimuli/temporalOrder/66.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/0.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/68.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/82.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","176","692996","0.0-3.0-1.43","","temporalOrder","3","66"
"null","","null","html-keyboard-response","177","693496","0.0-3.0-2.43","","blank","",""
"2625","<img src= stimuli/temporalOrder/66.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/41.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/33.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/26.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","178","696123","0.0-3.0-3.43","","contextMemory","2","66"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","179","696624","0.0-3.0-0.44","","fixation","",""
"4220","<img src= stimuli/temporalOrder/25.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/63.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/60.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/41.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","180","700844","0.0-3.0-1.44","","temporalOrder","3","25"
"null","","null","html-keyboard-response","181","701348","0.0-3.0-2.44","","blank","",""
"5687","<img src= stimuli/temporalOrder/25.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/32.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/38.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/22.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","182","707038","0.0-3.0-3.44","","contextMemory","1","25"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","183","707553","0.0-3.0-0.45","","fixation","",""
"5282","<img src= stimuli/temporalOrder/5.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/36.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/14.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/55.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","184","712836","0.0-3.0-1.45","","temporalOrder","1","5"
"null","","null","html-keyboard-response","185","713344","0.0-3.0-2.45","","blank","",""
"2555","<img src= stimuli/temporalOrder/5.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/13.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/25.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/17.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","186","715900","0.0-3.0-3.45","","contextMemory","3","5"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","187","716400","0.0-3.0-0.46","","fixation","",""
"14705","<img src= stimuli/temporalOrder/16.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/44.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/23.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/15.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","188","731106","0.0-3.0-1.46","","temporalOrder","2","16"
"null","","null","html-keyboard-response","189","731610","0.0-3.0-2.46","","blank","",""
"937","<img src= stimuli/temporalOrder/16.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/35.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/4.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/39.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","190","732547","0.0-3.0-3.46","","contextMemory","1","16"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","191","733051","0.0-3.0-0.47","","fixation","",""
"6830","<img src= stimuli/temporalOrder/72.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/50.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/30.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/54.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","192","739882","0.0-3.0-1.47","","temporalOrder","2","72"
"null","","null","html-keyboard-response","193","740388","0.0-3.0-2.47","","blank","",""
"1878","<img src= stimuli/temporalOrder/72.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/37.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/15.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/4.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","194","742267","0.0-3.0-3.47","","contextMemory","2","72"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","195","742778","0.0-3.0-0.48","","fixation","",""
"5670","<img src= stimuli/temporalOrder/69.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/81.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/79.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/75.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","196","748450","0.0-3.0-1.48","","temporalOrder","1","69"
"null","","null","html-keyboard-response","197","748960","0.0-3.0-2.48","","blank","",""
"1211","<img src= stimuli/temporalOrder/69.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/5.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/2.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/32.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","198","750172","0.0-3.0-3.48","","contextMemory","1","69"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","199","750673","0.0-3.0-0.49","","fixation","",""
"15495","<img src= stimuli/temporalOrder/24.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/13.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/56.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/22.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","200","766170","0.0-3.0-1.49","","temporalOrder","2","24"
"null","","null","html-keyboard-response","201","766671","0.0-3.0-2.49","","blank","",""
"2291","<img src= stimuli/temporalOrder/24.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/12.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/43.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/24.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","202","768964","0.0-3.0-3.49","","contextMemory","3","24"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","203","769464","0.0-3.0-0.50","","fixation","",""
"7514","<img src= stimuli/temporalOrder/57.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/25.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/55.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/39.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","204","776979","0.0-3.0-1.50","","temporalOrder","2","57"
"null","","null","html-keyboard-response","205","777486","0.0-3.0-2.50","","blank","",""
"5139","<img src= stimuli/temporalOrder/57.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/9.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/36.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/39.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","206","782626","0.0-3.0-3.50","","contextMemory","2","57"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","207","783141","0.0-3.0-0.51","","fixation","",""
"21670","<img src= stimuli/temporalOrder/56.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/84.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/50.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/39.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","208","804812","0.0-3.0-1.51","","temporalOrder","2","56"
"null","","null","html-keyboard-response","209","805314","0.0-3.0-2.51","","blank","",""
"1079","<img src= stimuli/temporalOrder/56.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/42.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/25.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/30.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","210","806394","0.0-3.0-3.51","","contextMemory","2","56"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","211","806908","0.0-3.0-0.52","","fixation","",""
"5603","<img src= stimuli/temporalOrder/29.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/80.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/38.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/45.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","212","812514","0.0-3.0-1.52","","temporalOrder","1","29"
"null","","null","html-keyboard-response","213","813024","0.0-3.0-2.52","","blank","",""
"1329","<img src= stimuli/temporalOrder/29.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/26.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/19.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/21.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","214","814355","0.0-3.0-3.52","","contextMemory","3","29"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","215","814856","0.0-3.0-0.53","","fixation","",""
"7440","<img src= stimuli/temporalOrder/6.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/38.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/5.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/47.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","216","822299","0.0-3.0-1.53","","temporalOrder","1","6"
"null","","null","html-keyboard-response","217","822802","0.0-3.0-2.53","","blank","",""
"3191","<img src= stimuli/temporalOrder/6.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/30.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/36.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/43.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","218","825995","0.0-3.0-3.53","","contextMemory","3","6"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","219","826510","0.0-3.0-0.54","","fixation","",""
"6642","<img src= stimuli/temporalOrder/7.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/87.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/19.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/85.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","220","833154","0.0-3.0-1.54","","temporalOrder","2","7"
"null","","null","html-keyboard-response","221","833658","0.0-3.0-2.54","","blank","",""
"2734","<img src= stimuli/temporalOrder/7.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/34.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/40.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/41.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","222","836394","0.0-3.0-3.54","","contextMemory","3","7"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","223","836906","0.0-3.0-0.55","","fixation","",""
