"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","test_part","corr_resp","probe","target","foil1","foil2","condition","question","roomNum","sameRoom","context"
"","html-keyboard-response","444","1029591","0.0-2.0-4.73","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","445","1030219","0.0-2.0-5.73","626.3350000372157","<img src= images/stimuli/85.png width = '386.6666666666667' height = '243.18658280922432'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","tableNum","2","","","","","1","","","",""
"","html-keyboard-response","446","1030721","0.0-2.0-0.74","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","447","1054571","0.0-2.0-1.74","23851.359999971464","<img src= images/stimuli/14.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= images/stimuli/57.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/13.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/54.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","temporalOrder","3","14","images/stimuli/54.png","images/stimuli/57.png","images/stimuli/13.png","1","What came before this object?","39","0","across"
"","html-keyboard-response","448","1055075","0.0-2.0-2.74","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","449","1058204","0.0-2.0-3.74","3127.299999934621","<img src= images/stimuli/14.png width = '386.6666666666667' height = '243.18658280922432'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","49","roomType","1","","","","","1","","39","",""
"","html-keyboard-response","450","1058705","0.0-2.0-4.74","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","451","1060249","0.0-2.0-5.74","1543.2349999900907","<img src= images/stimuli/14.png width = '386.6666666666667' height = '243.18658280922432'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","49","tableNum","2","","","","","1","","","",""
"","html-keyboard-response","452","1060753","0.0-2.0-0.75","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","453","1094488","0.0-2.0-1.75","33736.59999994561","<img src= images/stimuli/62.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= images/stimuli/40.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/67.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/25.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","temporalOrder","3","62","images/stimuli/25.png","images/stimuli/40.png","images/stimuli/67.png","1","What came before this object?","32","1","within-walls"
"","html-keyboard-response","454","1094993","0.0-2.0-2.75","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","455","1098799","0.0-2.0-3.75","3805.2300000563264","<img src= images/stimuli/62.png width = '386.6666666666667' height = '243.18658280922432'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","49","roomType","2","","","","","1","","32","",""
"","html-keyboard-response","456","1099303","0.0-2.0-4.75","null","","null","blank","","","","","","","","","",""
